,drug_name,condition,rating,useful_count,nltkReviewScore
20942,1587,121,10,29,0.34
20943,939,201,1,0,-0.552
20944,1071,290,3,9,0
20945,1697,491,10,18,0.9278
20946,2385,665,10,40,0.7717
20947,1459,397,10,16,0.3595
20948,2437,226,1,5,-0.7701
20949,1389,126,5,18,0.775
20950,119,82,8,7,-0.6946
20951,1370,499,10,11,0.4404
20952,887,121,8,20,0.9042
20953,1514,178,2,0,-0.8779
20954,893,121,1,29,-0.9808
20955,1284,62,10,15,0.9188
20956,510,201,1,25,-0.4019
20957,293,345,9,30,0.379
20958,2205,651,9,17,-0.5868
20959,2207,459,2,2,-0.1779
20960,762,511,10,174,-0.7925
20961,1624,398,10,23,-0.8892
20962,885,121,9,24,-0.7494
20963,2041,83,8,1,0.8633
20964,1287,121,10,34,0.6106
20965,1604,514,10,2,-0.8789
20966,1305,226,10,21,0.6597
20967,1812,552,2,11,-0.8653
20968,1348,466,7,69,0.25
20969,699,480,10,21,-0.5729
20970,1002,592,10,31,-0.9153
20971,2029,201,9,11,-0.9201
20972,888,121,10,65,-0.7655
20973,2377,355,2,1,-0.9299
20974,1798,157,1,5,-0.0772
20975,321,535,7,22,0.2732
20976,385,449,10,7,0
20977,284,170,9,12,-0.7096
20978,874,327,7,0,0.1017
20979,1310,177,10,4,-0.2732
20980,773,201,1,28,0
20981,539,441,3,75,-0.7533
20982,1195,280,9,3,-0.0516
20983,885,121,10,4,0.8852
20984,1868,74,9,6,0.926
20985,1374,394,10,3,-0.4019
20986,1287,121,10,58,0.5106
20987,387,665,8,1,0.3818
20988,972,83,9,37,0.9495
20989,1556,466,8,39,-0.9596
20990,2414,42,7,11,0.4404
20991,703,121,10,15,0.7783
20992,885,121,10,1,0.7256
20993,822,227,9,4,0.3367
20994,1710,466,1,1,0.457
20995,966,651,10,3,0.4019
20996,2287,574,10,12,0.5279
20997,1320,212,6,17,-0.0745
20998,1803,177,10,34,0.5964
20999,2254,162,10,2,-0.9353
21000,888,121,10,55,-0.8908
21001,228,345,1,4,-0.8979
21002,2365,201,1,49,-0.7414
21003,1839,466,5,27,-0.9062
21004,540,470,1,1,-0.7697
21005,1582,679,2,5,0
21006,2365,82,2,34,0.4588
21007,889,121,1,53,0.3818
21008,1587,121,9,5,0.8481
21009,893,121,3,4,-0.9722
21010,278,646,3,0,0.6908
21011,1121,355,4,21,-0.8442
21012,888,121,10,42,0.3818
21013,694,82,8,2,-0.4038
21014,1551,64,10,63,-0.8858
21015,61,42,1,48,-0.743
21016,2058,304,8,11,-0.9583
21017,2126,229,1,33,0.3989
21018,144,679,10,103,-0.5267
21019,200,456,5,60,-0.0258
21020,2420,201,9,63,-0.8553
21021,2498,294,8,19,-0.8481
21022,2041,83,8,16,0.2732
21023,1950,201,10,104,-0.9578
21024,1287,121,10,50,-0.0056
21025,1889,440,10,0,0.945
21026,610,408,8,0,-0.2003
21027,1116,82,2,2,0.4019
21028,2137,166,9,54,0.4588
21029,802,307,10,12,-0.128
21030,2274,47,6,2,0.9037
21031,1287,121,10,53,-0.3182
21032,1356,355,8,37,-0.7171
21033,2385,212,9,21,0.9078
21034,1002,679,10,58,-0.8754
21035,1823,275,3,38,-0.8779
21036,2209,180,10,31,-0.5423
21037,1254,398,3,35,-0.7408
21038,1344,82,7,12,-0.9583
21039,1346,665,9,16,0.8555
21040,901,304,10,103,0.8614
21041,2003,284,1,59,-0.9365
21042,1349,121,9,2,0.2023
21043,1656,340,10,7,0.9196
21044,2316,238,10,21,0.0516
21045,2041,201,1,2,-0.3612
21046,893,121,10,39,-0.9292
21047,2448,121,6,7,-0.2919
21048,2241,464,10,16,0.8212
21049,2411,120,8,16,0.8617
21050,1624,201,9,18,0.8957
21051,752,47,8,40,0.4588
21052,2124,449,7,10,0.5574
21053,888,495,9,59,0.946
21054,1408,121,7,0,0.7472
21055,1254,120,9,4,-0.2562
21056,2275,121,8,24,0.8771
21057,2446,414,9,5,-0.0772
21058,1819,499,1,14,-0.945
21059,762,121,10,36,0.6249
21060,2041,201,7,5,0.8964
21061,1322,303,1,5,-0.457
21062,798,83,5,125,-0.8479
21063,799,385,7,15,-0.6369
21064,1794,238,8,37,0.5076
21065,1493,121,7,2,-0.9261
21066,1035,406,1,10,-0.3666
21067,585,121,10,64,0.1027
21068,1689,456,9,4,-0.3131
21069,798,201,1,25,-0.9771
21070,1190,634,7,28,0.8
21071,2254,466,7,40,0.5411
21072,2068,121,2,18,-0.25
21073,1474,121,9,3,0.9042
21074,2308,466,1,9,-0.886
21075,1685,121,8,51,-0.2023
21076,1712,466,6,10,0.4767
21077,1864,418,8,56,0.6114
21078,2056,536,10,12,-0.6369
21079,543,82,10,21,-0.296
21080,1269,554,6,15,-0.5544
21081,1226,106,8,42,-0.9326
21082,2298,212,8,6,0.4404
21083,1776,665,10,10,0.2975
21084,1977,108,10,35,0.4215
21085,2041,470,9,12,-0.6486
21086,2231,651,10,15,0.7458
21087,1494,201,8,2,0.4417
21088,1876,65,10,114,0.2638
21089,2391,201,10,9,0.8126
21090,1192,47,5,30,0.9368
21091,277,154,8,10,-0.6249
21092,2118,42,8,12,0.0516
21093,2409,201,2,13,-0.9788
21094,2231,651,3,29,-0.8624
21095,1408,45,1,1,-0.4588
21096,2344,298,1,23,0.503
21097,1484,121,10,1,-0.3544
21098,346,402,8,15,0.9158
21099,1287,121,10,48,-0.4767
21100,1587,121,5,3,0.0943
21101,1464,110,9,2,0.8841
21102,749,345,4,9,-0.9619
21103,1921,121,10,37,-0.4019
21104,2041,201,8,8,0.3612
21105,1795,238,10,3,-0.955
21106,1624,428,1,7,-0.4023
21107,908,212,2,4,-0.25
21108,106,60,3,31,-0.6705
21109,1616,121,10,23,0.6249
21110,66,665,3,0,-0.7964
21111,1794,238,10,44,0.2242
21112,1624,470,10,7,-0.7269
21113,1825,552,10,37,-0.9753
21114,1510,466,8,3,-0.34
21115,2414,42,8,12,-0.8718
21116,125,313,9,102,-0.9134
21117,119,470,9,9,0.7499
21118,2318,466,10,42,-0.8908
21119,1678,440,10,34,-0.8481
21120,1408,45,10,11,0.1531
21121,848,47,1,5,0.6189
21122,234,277,9,27,0.6124
21123,353,154,6,46,0.5994
21124,2443,121,1,0,-0.9817
21125,1323,201,9,4,0.8176
21126,16,47,1,45,-0.9552
21127,2122,449,7,2,-0.343
21128,2298,212,10,65,0.5928
21129,1632,466,9,12,-0.9059
21130,665,121,6,14,-0.8176
21131,1001,574,10,0,0
21132,694,82,1,6,0.5152
21133,336,175,10,145,0.2092
21134,1887,230,6,3,-0.9666
21135,259,329,3,1,0.0752
21136,665,121,9,113,0.8507
21137,2116,143,1,2,-0.9127
21138,119,82,4,24,-0.6403
21139,1332,121,10,45,-0.9623
21140,2162,248,10,9,0.8016
21141,343,121,8,60,-0.4588
21142,310,47,1,2,0.6876
21143,1556,456,10,13,0.9835
21144,1894,345,5,8,-0.9022
21145,1287,121,9,42,-0.8779
21146,308,180,1,5,0.6159
21147,1605,284,10,29,0.8392
21148,5,565,10,24,0.4005
21149,1287,238,10,52,0.5719
21150,5,120,10,22,0.9182
21151,1685,47,8,16,-0.4133
21152,2172,116,2,5,0.8588
21153,387,665,4,203,0.6486
21154,657,45,8,17,-0.4003
21155,207,121,1,8,0.3346
21156,1632,466,1,0,-0.6745
21157,1470,651,8,94,-0.9382
21158,1709,313,10,13,0.3484
21159,768,212,1,12,0.5574
21160,1710,466,1,0,-0.9643
21161,582,440,9,25,0.5574
21162,972,201,9,24,-0.1751
21163,510,201,1,30,-0.872
21164,1825,263,10,103,-0.2732
21165,1306,121,9,53,0.9455
21166,2427,82,10,6,0.7767
21167,1152,121,10,55,-0.5216
21168,1350,408,4,0,-0.34
21169,1002,82,9,46,0.3862
21170,1827,524,9,93,-0.0823
21171,1386,175,10,55,0
21172,2427,82,9,66,0.8625
21173,681,111,8,31,-0.7906
21174,669,82,10,144,0.4019
21175,1314,175,2,2,0.6705
21176,583,406,10,58,0.952
21177,2019,547,3,30,-0.3395
21178,1247,120,9,15,0.813
21179,261,411,10,55,0.872
21180,669,82,1,1,0.5809
21181,681,256,8,14,-0.886
21182,874,98,7,55,-0.5719
21183,1002,427,10,290,0.9497
21184,2162,248,10,22,-0.9673
21185,518,488,8,12,0.2023
21186,1678,440,8,15,-0.4588
21187,1794,238,8,20,0.2782
21188,469,121,10,8,0.9186
21189,960,408,10,4,-0.296
21190,2073,456,1,19,0.2263
21191,886,121,4,14,-0.9674
21192,657,121,1,3,-0.9589
21193,388,82,4,34,0.5994
21194,125,313,2,16,-0.6249
21195,539,441,9,5,0.8118
21196,1587,121,9,15,-0.7506
21197,1686,121,2,2,0.3382
21198,1320,440,7,4,0.25
21199,192,129,5,10,-0.5615
21200,1346,665,6,107,0.4404
21201,585,121,10,2,0.6249
21202,2034,175,7,29,-0.5423
21203,386,201,10,23,0.1513
21204,467,587,10,194,-0.7359
21205,1367,120,8,4,-0.3597
21206,1618,407,1,83,-0.8693
21207,888,121,10,32,-0.5542
21208,2279,94,1,0,0.2654
21209,888,121,8,15,-0.7959
21210,61,42,5,2,0.3477
21211,2487,345,4,23,0.7906
21212,766,309,9,24,0.1779
21213,195,414,10,32,-0.5242
21214,1332,121,7,20,0.6868
21215,1795,238,8,3,0.1531
21216,2263,345,10,6,-0.836
21217,2101,47,9,69,-0.2277
21218,1099,303,9,11,0.8615
21219,1637,577,2,4,-0.9322
21220,760,95,9,14,0.9136
21221,205,120,10,57,0.4404
21222,119,470,9,32,0.6714
21223,1464,110,10,27,-0.7783
21224,1846,201,10,16,0.1027
21225,144,345,1,14,-0.7761
21226,1152,121,1,50,0.7783
21227,241,108,8,21,0.3855
21228,256,406,9,19,0.5267
21229,888,121,9,0,0.8555
21230,510,201,9,5,-0.4751
21231,1501,651,10,8,-0.8898
21232,1287,238,1,6,-0.0516
21233,1616,121,10,9,0.3402
21234,1878,83,3,0,-0.6908
21235,889,121,5,47,-0.3182
21236,684,42,7,3,0.2263
21237,1470,651,9,2,0
21238,2068,121,2,3,0.2023
21239,2052,315,7,10,0.7525
21240,542,283,7,5,0.743
21241,2414,42,10,37,-0.9357
21242,1087,635,5,22,0.5719
21243,2025,121,10,3,0
21244,2246,398,4,5,0.2023
21245,669,82,10,42,0.9223
21246,2447,62,9,35,0.8209
21247,390,282,10,8,0.7566
21248,510,83,10,30,0
21249,886,121,10,104,-0.9879
21250,2122,449,10,51,0.1779
21251,1870,683,10,7,0.5093
21252,888,121,6,58,0.3182
21253,1375,121,2,1,0.2812
21254,1587,121,1,3,-0.8941
21255,1328,121,5,6,-0.9348
21256,1494,82,1,8,0.3818
21257,1933,182,9,124,0.9477
21258,893,121,6,2,0.6249
21259,2443,121,4,0,0.8225
21260,928,129,8,6,0.5765
21261,776,236,7,125,0.4753
21262,5,120,1,0,-0.4767
21263,1587,121,2,20,-0.8936
21264,1616,121,5,16,0.482
21265,773,263,8,14,0.8141
21266,682,42,1,55,-0.8194
21267,2234,408,10,36,0.9217
21268,624,406,1,7,-0.9246
21269,21,282,10,88,-0.8481
21270,1310,177,1,27,0.0258
21271,1287,121,8,23,-0.8519
21272,892,466,2,4,0.2145
21273,2041,470,9,59,-0.8402
21274,1278,134,9,47,-0.9679
21275,893,121,10,103,0.7783
21276,1587,121,3,33,0.8748
21277,1288,121,9,14,0.8689
21278,966,651,9,12,-0.5848
21279,1825,679,10,8,0
21280,512,126,3,1,-0.9753
21281,885,121,4,6,0.5152
21282,1941,360,10,1,-0.3182
21283,1458,342,1,17,0.4019
21284,1587,121,9,47,0.1739
21285,1794,238,10,1,0.9347
21286,893,121,10,4,0.5597
21287,2103,121,6,2,0.8261
21288,773,162,2,1,-0.669
21289,698,419,9,44,0.3384
21290,669,201,7,3,0.9412
21291,195,320,2,69,-0.6249
21292,773,201,10,17,0.6792
21293,1374,394,2,23,-0.8833
21294,1414,345,8,41,-0.5983
21295,1287,121,7,25,-0.4248
21296,2290,11,8,4,-0.8373
21297,1812,552,1,17,-0.9538
21298,2056,554,7,24,-0.1742
21299,1457,42,8,57,0.1986
21300,498,248,6,55,-0.7668
21301,58,536,10,22,0.5983
21302,2487,345,10,16,0.9794
21303,60,47,2,34,0.3612
21304,2118,42,5,13,-0.4767
21305,1578,410,8,94,0.7574
21306,1192,557,10,1,0.34
21307,1201,212,9,19,-0.5859
21308,337,285,8,85,0.34
21309,2075,414,9,31,0.9402
21310,949,397,10,38,0.8603
21311,1464,200,9,14,0.7832
21312,1317,641,10,46,-0.3018
21313,1254,120,8,66,-0.8777
21314,1178,42,2,19,-0.3626
21315,635,466,8,53,-0.6597
21316,2334,233,1,19,-0.128
21317,1459,397,1,4,-0.3888
21318,1287,121,1,4,-0.7806
21319,615,466,5,8,-0.4835
21320,1740,290,1,15,-0.9186
21321,610,408,1,2,-0.8979
21322,386,201,6,8,0.8126
21323,848,47,8,7,0.7906
21324,561,273,9,6,0.8107
21325,694,82,7,13,-0.946
21326,2133,554,10,71,0.2331
21327,2106,201,9,110,0.3612
21328,1295,201,9,18,0.7108
21329,1287,121,10,96,0.7845
21330,1367,120,5,1,-0.9212
21331,384,466,8,1,-0.1099
21332,2508,345,8,77,-0.8418
21333,685,180,1,47,0.3818
21334,1389,126,10,14,0.6124
21335,2458,256,9,2,0.5052
21336,2324,439,10,11,0.6486
21337,1285,362,10,4,0.2732
21338,16,47,7,32,-0.9453
21339,1614,45,10,12,0.8048
21340,1776,440,1,14,-0.1531
21341,1979,63,10,5,-0.8476
21342,193,201,1,45,0.0772
21343,893,121,7,34,-0.6318
21344,665,121,10,10,0.126
21345,533,535,10,15,-0.2023
21346,1470,651,8,14,0.2263
21347,1192,47,1,4,-0.2732
21348,1441,450,1,15,-0.9791
21349,885,121,9,38,-0.9465
21350,1846,201,8,8,0.9276
21351,1921,121,9,31,0.4935
21352,1681,121,6,3,0.7003
21353,2039,345,9,11,0.9368
21354,893,121,9,37,0
21355,1204,121,6,6,-0.5994
21356,933,162,9,15,0.5574
21357,765,47,7,51,-0.2382
21358,1024,121,9,29,0.7906
21359,1832,412,8,6,0.6124
21360,2290,201,9,12,0.128
21361,1624,425,9,71,0.784
21362,338,220,5,28,-0.9505
21363,576,42,2,5,0.2695
21364,1710,466,8,17,-0.169
21365,1002,397,10,16,-0.6249
21366,2365,679,10,24,-0.8176
21367,1846,82,8,62,-0.4588
21368,2277,34,7,38,0.7635
21369,1147,431,2,6,-0.9647
21370,1288,242,10,8,0.3818
21371,1275,131,3,1,-0.9385
21372,279,646,10,136,0.5172
21373,2427,82,10,3,0.2714
21374,2391,201,10,48,-0.6476
21375,1587,121,10,43,0.5256
21376,889,121,3,1,0.9022
21377,1254,120,10,21,0.804
21378,888,121,10,54,-0.3507
21379,2260,201,5,6,0.8689
21380,1079,180,10,6,0.1739
21381,933,466,10,34,-0.9201
21382,1287,238,9,53,-0.6124
21383,457,83,8,6,0.5667
21384,2478,624,7,294,-0.7089
21385,1894,120,10,49,-0.1531
21386,1151,218,8,89,-0.7418
21387,1795,238,10,53,0.8524
21388,1894,201,10,94,-0.5859
21389,510,201,1,41,-0.7579
21390,542,283,2,13,-0.1815
21391,1549,449,10,151,0
21392,1037,212,10,43,-0.7579
21393,336,175,10,40,0.3744
21394,773,82,1,8,-0.9618
21395,388,82,8,88,-0.69
21396,386,587,6,52,-0.3612
21397,1230,82,8,11,0.5574
21398,1079,180,1,17,-0.8126
21399,2427,470,1,0,0.652
21400,1287,238,9,0,-0.6249
21401,1624,355,10,18,-0.3818
21402,1152,121,5,5,0.1027
21403,120,248,1,1,-0.5922
21404,2039,120,9,27,-0.4404
21405,248,303,5,35,-0.0772
21406,672,644,1,46,-0.6705
21407,762,121,6,12,0.7814
21408,889,121,9,17,0.6142
21409,1707,162,1,0,0.5964
21410,1230,82,9,20,-0.1779
21411,2427,470,10,42,0.7205
21412,1869,466,10,77,0.607
21413,978,555,9,7,-0.4976
21414,2103,25,10,28,0.784
21415,886,121,1,3,-0.8832
21416,2041,588,10,29,-0.3818
21417,1776,665,8,62,-0.9325
21418,1192,47,10,99,0
21419,1287,238,10,45,-0.9236
21420,1268,290,8,10,-0.6596
21421,1921,121,10,33,0.9329
21422,762,511,6,11,-0.8658
21423,2231,651,1,10,-0.8625
21424,1943,339,5,3,0.9426
21425,1636,121,10,8,0.7845
21426,762,121,5,0,0.5168
21427,1346,665,10,6,0.9681
21428,1344,82,9,56,-0.3626
21429,1192,47,10,54,-0.0516
21430,163,408,9,11,-0.1742
21431,1482,679,8,28,-0.5255
21432,1110,162,7,55,0.8402
21433,972,385,10,117,-0.9646
21434,506,646,10,22,0.9284
21435,1323,120,5,23,0.4885
21436,1879,416,10,64,-0.8957
21437,1429,182,9,5,0
21438,1306,121,10,8,0.5106
21439,1372,679,9,16,-0.1779
21440,1292,334,6,60,0.9578
21441,2122,449,9,29,0.6249
21442,1287,121,10,27,-0.8989
21443,2041,201,10,7,-0.8844
21444,1372,427,8,68,0
21445,761,502,4,48,-0.9371
21446,1088,536,1,8,-0.9165
21447,1287,45,2,5,-0.8832
21448,538,675,8,8,-0.7003
21449,652,459,10,8,0.4886
21450,893,121,2,139,-0.1352
21451,543,82,3,1,-0.983
21452,2274,121,10,25,0.4588
21453,2433,131,3,3,-0.8658
21454,1470,651,1,12,0.7906
21455,1470,651,1,2,-0.1197
21456,437,565,1,15,-0.9057
21457,1344,82,8,43,0.8894
21458,385,449,10,55,0.5859
21459,757,60,10,16,0.575
21460,325,121,10,1,0.197
21461,694,433,1,19,0.7733
21462,385,449,10,4,-0.6239
21463,585,121,9,71,-0.4445
21464,657,45,10,29,0.9243
21465,170,329,4,5,0.5267
21466,1110,466,10,75,0.4404
21467,233,47,10,21,-0.8566
21468,966,651,1,28,-0.3818
21469,2141,126,9,21,0.0772
21470,888,121,9,13,0.1208
21471,2385,212,10,9,0.8926
21472,1498,201,9,23,0.8658
21473,1025,277,2,11,0.3566
21474,1966,42,8,6,0.1779
21475,467,587,10,17,0.5574
21476,1287,121,10,21,0.5067
21477,1007,142,9,3,0.9196
21478,1286,201,1,1,-0.7088
21479,1351,303,1,9,-0.884
21480,266,60,7,35,-0.8192
21481,236,218,9,6,-0.7906
21482,667,535,9,44,0.5256
21483,2231,651,10,36,0.5719
21484,981,441,7,3,-0.6597
21485,749,345,10,102,-0.5255
21486,1027,121,10,7,0.6368
21487,1384,175,3,1,-0.9753
21488,300,303,10,29,-0.4005
21489,162,406,8,35,0.5719
21490,510,263,10,85,0.5719
21491,888,121,8,23,-0.3612
21492,96,113,4,6,-0.9591
21493,1328,121,3,18,-0.7707
21494,947,282,9,4,0.508
21495,1846,201,10,18,0
21496,2073,456,7,13,-0.9441
21497,665,495,5,29,-0.9442
21498,2041,201,10,15,0
21499,679,42,9,107,0.7269
21500,1794,238,10,45,0.3599
21501,2343,651,10,8,-0.5584
21502,1557,397,9,26,0.9134
21503,508,122,10,4,-0.4203
21504,277,408,1,7,-0.872
21505,1677,358,7,22,-0.7351
21506,1682,121,7,16,-0.0772
21507,1494,345,1,17,-0.8926
21508,1291,641,10,145,0.8481
21509,1692,343,1,35,0
21510,744,47,8,13,0.2263
21511,2019,679,10,16,0.5106
21512,2122,449,7,33,-0.9865
21513,762,121,9,45,-0.508
21514,1587,121,1,5,-0.9648
21515,1794,238,1,5,-0.9393
21516,60,47,10,9,0.8316
21517,2344,299,2,1,0.128
21518,510,83,10,24,-0.8756
21519,717,418,9,123,-0.8759
21520,510,83,9,0,0.3818
21521,1529,238,10,96,0.9013
21522,386,42,1,2,0
21523,119,470,10,29,0.8553
21524,886,121,10,77,0.3346
21525,308,180,6,2,-0.1311
21526,2263,201,1,12,0.7579
21527,2487,345,9,236,0.8353
21528,2231,651,10,5,0.8228
21529,1372,247,1,7,-0.8469
21530,1161,637,6,24,0.8885
21531,888,121,1,8,0.4995
21532,2205,651,9,0,0.5994
21533,2263,572,1,2,-0.8967
21534,1230,120,8,65,-0.5423
21535,2385,212,1,24,0.3818
21536,1868,74,9,9,0.4939
21537,1982,552,6,11,-0.0222
21538,1326,121,7,6,0.7579
21539,827,277,10,8,0.743
21540,2290,385,10,31,0.3765
21541,1470,651,9,24,0.2449
21542,886,439,3,3,-0.8856
21543,861,120,3,0,-0.8166
21544,2041,201,4,6,-0.9646
21545,889,121,9,11,0.5859
21546,2298,212,3,5,-0.8138
21547,510,83,9,3,-0.9767
21548,60,47,9,63,0.8411
21549,1387,175,9,12,0.8966
21550,336,175,10,38,0.9381
21551,35,466,1,7,-0.9855
21552,1686,121,9,27,0.8883
21553,1866,95,8,12,0.9047
21554,2428,470,10,51,0.703
21555,510,83,9,54,-0.8687
21556,1733,82,5,95,-0.9136
21557,1846,201,7,0,0.8591
21558,119,470,2,29,-0.128
21559,233,47,10,3,0.4215
21560,2041,470,5,7,0
21561,1287,238,9,6,-0.9898
21562,467,587,10,4,-0.9215
21563,1464,108,10,24,-0.1779
21564,1225,191,4,6,-0.9356
21565,2504,361,2,6,-0.743
21566,1712,466,7,17,-0.9081
21567,1457,42,8,93,0.4404
21568,373,82,2,3,-0.4588
21569,1408,121,1,37,-0.8979
21570,1101,303,10,1,-0.2505
21571,972,309,5,3,-0.9099
21572,1182,212,9,26,-0.8679
21573,1287,121,10,39,0.128
21574,1227,466,10,1247,0.5742
21575,2429,192,10,9,-0.9134
21576,1030,121,1,7,0
21577,2101,47,3,1,-0.8779
21578,2434,440,9,47,0.296
21579,1332,395,7,48,0.8544
21580,540,82,1,6,-0.8955
21581,886,495,10,19,0.8126
21582,2246,440,6,7,0
21583,125,313,10,72,-0.9024
21584,1877,201,10,23,0.4404
21585,1812,472,6,54,-0.7902
21586,1811,305,8,73,0.7901
21587,1321,42,1,14,-0.4404
21588,991,459,3,12,0.1531
21589,386,120,10,58,-0.3503
21590,388,82,8,28,-0.3612
21591,2122,449,10,50,0.6877
21592,2358,587,9,19,-0.8176
21593,886,121,9,2,0.4389
21594,1287,121,10,1,-0.8746
21595,1368,121,7,3,-0.7269
21596,1125,313,10,49,-0.9501
21597,1247,573,10,29,-0.6705
21598,585,121,10,33,0.7712
21599,1287,121,9,9,0.8126
21600,1795,238,10,8,-0.9106
21601,1037,212,10,24,-0.8927
21602,799,82,8,48,0.4176
21603,336,175,9,208,-0.946
21604,1777,665,10,10,-0.6713
21605,848,47,6,32,0.1406
21606,1697,536,10,48,-0.6488
21607,541,450,7,11,-0.69
21608,200,566,4,36,0.9677
21609,1692,343,9,81,-0.91
21610,325,121,10,12,-0.8478
21611,694,408,10,55,0.968
21612,1381,122,9,82,0.3025
21613,510,201,8,74,-0.4851
21614,1295,82,8,6,-0.34
21615,1256,256,10,21,-0.8577
21616,1878,470,6,6,0.5106
21617,1359,177,8,67,-0.9281
21618,257,397,8,24,0.7964
21619,1328,121,9,6,0.2732
21620,2046,345,6,10,-0.872
21621,893,121,1,46,0.8194
21622,1463,110,9,3,-0.2732
21623,2194,345,1,12,-0.8722
21624,972,83,2,15,-0.2244
21625,1287,121,8,63,0.8271
21626,923,665,7,0,-0.8345
21627,972,201,10,116,0.6527
21628,2443,121,7,19,-0.2783
21629,1285,134,1,12,-0.9099
21630,1145,397,10,31,0.5574
21631,2172,116,10,26,-0.7327
21632,874,98,3,8,-0.6494
21633,1295,263,3,4,-0.34
21634,1389,126,9,24,0.128
21635,2231,651,7,9,0.8085
21636,351,398,10,4,-0.8714
21637,1509,89,10,101,-0.8585
21638,1287,121,7,27,-0.8402
21639,1587,121,9,2,0.6456
21640,2487,345,7,4,0.3751
21641,2345,466,10,72,-0.3182
21642,1254,499,10,2,-0.6369
21643,1823,579,10,27,0.8802
21644,2263,572,5,84,-0.5429
21645,209,554,2,110,0.4007
21646,1587,121,10,12,-0.5859
21647,336,175,5,7,0.6249
21648,1381,646,10,0,-0.3612
21649,1152,121,9,62,-0.7594
21650,387,440,7,0,0.9379
21651,848,47,2,30,-0.5411
21652,144,345,7,5,0
21653,1214,121,3,0,0.4404
21654,157,108,8,3,0.7595
21655,1295,201,1,3,0.1777
21656,768,212,9,458,-0.4767
21657,308,180,2,13,0
21658,867,456,7,6,-0.6036
21659,1285,579,3,0,-0.7592
21660,1624,587,1,19,-0.8762
21661,1444,42,9,9,0.8365
21662,193,385,10,103,-0.4404
21663,2486,511,9,19,0.6712
21664,2041,83,10,108,-0.8176
21665,889,121,10,172,-0.4888
21666,998,397,10,8,-0.3612
21667,2437,226,10,12,0.8357
21668,799,470,4,18,-0.8476
21669,665,121,10,28,-0.883
21670,2449,121,1,2,-0.8625
21671,1862,459,10,10,-0.399
21672,749,345,1,103,-0.8399
21673,2275,34,10,79,0.6124
21674,2254,466,10,6,0.7901
21675,1591,315,8,40,-0.7584
21676,385,449,9,7,-0.911
21677,1493,45,5,9,0.4574
21678,1710,162,3,15,-0.8271
21679,2103,121,8,27,0.1027
21680,885,121,2,6,-0.2279
21681,885,121,8,4,0.2263
21682,651,167,3,10,-0.1386
21683,1894,565,10,0,0.816
21684,673,52,9,9,-0.1119
21685,657,121,9,9,0.4767
21686,508,646,1,2,0.7527
21687,1661,464,10,82,0.8316
21688,336,175,9,47,-0.6908
21689,1776,665,9,2,0.4278
21690,1002,466,2,2,-0.4585
21691,1464,630,10,40,-0.5848
21692,1340,303,10,7,0
21693,228,345,5,82,0.128
21694,1002,82,10,102,0.4404
21695,2067,280,10,66,-0.9631
21696,657,45,10,14,0.8217
21697,309,47,3,8,0.6908
21698,1616,121,10,4,0.2462
21699,912,304,2,16,0
21700,1487,47,10,11,0.7003
21701,2246,440,9,7,0.8172
21702,1846,201,10,81,-0.743
21703,33,466,9,8,0.3167
21704,768,212,9,21,-0.5106
21705,1060,181,1,17,0.7906
21706,1295,201,5,18,-0.4453
21707,961,647,10,38,0.0865
21708,2041,201,5,40,-0.8555
21709,1024,121,1,57,-0.2911
21710,708,466,10,36,0.6006
21711,2414,42,1,13,-0.25
21712,1416,456,5,8,-0.4118
21713,384,162,1,3,0.8625
21714,386,82,1,19,-0.9
21715,1389,126,8,22,-0.8555
21716,1287,121,9,15,0.7399
21717,2409,201,9,5,-0.926
21718,1104,466,2,56,-0.9273
21719,861,82,10,28,-0.965
21720,2039,471,10,22,-0.9769
21721,893,121,9,22,0.4019
21722,2365,82,9,0,0.8633
21723,2041,201,9,133,-0.3603
21724,585,121,10,19,0.2244
21725,884,121,1,3,-0.3382
21726,411,242,8,3,-0.9572
21727,4,554,3,34,0.7903
21728,888,395,10,92,0.6249
21729,2405,449,3,4,-0.2023
21730,889,121,7,81,-0.4404
21731,2137,166,2,10,0.2003
21732,1474,121,9,5,0.0387
21733,2391,201,3,19,0.4389
21734,888,121,9,30,0.5994
21735,226,303,9,27,0.8006
21736,1678,440,9,42,0.4767
21737,1637,414,1,56,-0.9233
21738,886,121,10,29,0.1491
21739,886,121,10,4,0.5574
21740,893,121,1,6,-0.2023
21741,1604,646,7,6,-0.631
21742,848,47,1,5,0.9017
21743,1349,395,10,34,-0.3274
21744,1332,121,1,6,-0.8955
21745,1604,122,9,3,0.9074
21746,201,382,6,29,-0.6792
21747,2022,402,9,47,-0.2023
21748,1988,162,10,7,-0.0498
21749,58,182,10,85,0.4939
21750,1457,42,10,3,0.9117
21751,205,565,1,30,-0.5588
21752,84,238,7,11,-0.7296
21753,1227,466,10,11,0.1948
21754,1931,201,10,3,-0.4639
21755,1933,536,9,94,-0.7585
21756,125,313,10,20,-0.204
21757,416,212,10,1,0.9499
21758,844,290,4,14,0.3818
21759,888,121,10,10,0.4404
21760,1733,82,4,9,0.25
21761,1777,440,7,22,-0.872
21762,752,47,8,64,-0.4588
21763,314,440,8,14,0.5719
21764,809,397,10,24,0.8817
21765,195,414,10,6,0.7845
21766,1344,572,9,9,-0.1027
21767,971,361,5,48,-0.9485
